Year,2544,2545,2546,2547,2548,2549,2550,2551,2552,2553,2554,2555,2556,2557
Male,55.84,0,0,55.47,0,0,52.26,0,0,0,53.37,0,53.99,52.96
Overall,32.61,0,0,32.69,0,0,30.02,0,0,0,31.53,0,32.22,32.29
Female,9.79,0,0,10.32,0,0,9.09,0,0,0,10.87,0,11.79,12.92
Male,37.93,0,0,41.78,0,0,44.36,0,0,0,48.94,0,46.15,48.78
Overall,35.08,0,0,38.24,0,0,40.89,0,0,0,44.22,0,41.45,42.41
Female,19.09,0,0,19.55,0,0,22.15,0,0,0,22.31,0,21.28,17.94
